id,lat,lon
598365264,40.6025908,-74.0572845
598365265,40.6022189,-74.058582
598365268,40.6027579,-74.0564091
3641424694,40.6024231,-74.0572562
3641424703,40.6031212,-74.055803
3022481985,40.6045569,-74.0510859
3022481986,40.6043402,-74.051582
3022481987,40.6042442,-74.0516916
3022481988,40.6042263,-74.0521156
3641424693,40.6042015,-74.0523532
3641424699,40.6037464,-74.0538155
3641424701,40.6035713,-74.0537538
3641424706,40.60509,-74.0496528
3022481980,40.6055722,-74.0479292
3022481984,40.6066537,-74.044598
3641420092,40.6066272,-74.0449131
3641424698,40.6073858,-74.042624
3641424704,40.6057622,-74.0475535
598365349,40.6074507,-74.0416665
3022481983,40.608274,-74.0396154
3641424695,40.608575,-74.0388099
3641424696,40.608037,-74.0405573
3641424697,40.6092856,-74.0366185
3641424705,40.6090256,-74.0368469
5882168354,40.6089105,-74.0376305
42461914,40.6086923,-74.0343764
42461927,40.6072066,-74.0331147
42527043,40.609096,-74.034621
42527057,40.6051,-74.0294974
448095893,40.6083209,-74.0341361
448095894,40.6079625,-74.0338614
448095895,40.6076041,-74.0335353
448095915,40.6087249,-74.0346682
448095916,40.6088552,-74.0348227
448095917,40.6089725,-74.0349858
448095918,40.6090898,-74.035209
448095919,40.6092983,-74.0356381
448095920,40.6093895,-74.0357755
448095960,40.6068157,-74.0326341
448095961,40.6064486,-74.0321223
448095963,40.6057762,-74.0310463
448096180,40.609368,-74.0339808
448096181,40.6092305,-74.0341258
448096182,40.6090359,-74.0342842
448096183,40.6088873,-74.0343736
448096184,40.6087426,-74.0344169
448096185,40.6085981,-74.0344554
448096186,40.6084699,-74.0344587
448096187,40.6083128,-74.0344496
448096188,40.6081718,-74.0344215
448096189,40.6079678,-74.0343356
448096190,40.6078126,-74.0341962
448096191,40.6076367,-74.0340331
448096192,40.6074282,-74.0337928
448096262,40.6062297,-74.0317314
448096263,40.6064668,-74.0320441
448096264,40.6067971,-74.0324198
448096265,40.6071661,-74.0328028
448096266,40.6078071,-74.0333886
448096267,40.6080016,-74.0335181
448096268,40.6082098,-74.0336072
448096269,40.6084464,-74.0336605
448096270,40.6085483,-74.0336659
448096271,40.6088007,-74.0336364
448096272,40.6091612,-74.0335157
448096273,40.6093892,-74.0334003
448096472,40.6086541,-74.0344934
448096473,40.6082832,-74.0342396
448096474,40.6080985,-74.0341087
448096475,40.6075521,-74.0336405
448096476,40.6071413,-74.0332325
448096477,40.6067388,-74.0327621
448096478,40.6064006,-74.0323099
448096479,40.6060904,-74.0318871
448096480,40.6057247,-74.0313544
448096481,40.605229,-74.0304453
448096482,40.6051268,-74.0302786
448096483,40.604961,-74.0298338
448096488,40.6082623,-74.0342906
448096489,40.6085424,-74.0345052
448096542,40.6066411,-74.0328429
448096543,40.6063275,-74.0323699
448096544,40.6060312,-74.0319265
448096546,40.6057362,-74.0314671
448096548,40.6054535,-74.0309734
448156939,40.6087321,-74.0344203
1369956617,40.6074205,-74.033341
2375764822,40.6054361,-74.0308532
2375764824,40.605052,-74.0300973
2375764826,40.604885,-74.0296004
2375764886,40.6078037,-74.0338701
2375767352,40.6074413,-74.0330724
2375767354,40.6089677,-74.0335881
3793371763,40.6086704,-74.0336605
5004744050,40.6054423,-74.0303877
5004744051,40.6061495,-74.0316798
5004744057,40.6052238,-74.0298617
5004744064,40.6070485,-74.0326879
5004744066,40.6066183,-74.0322274
5004744072,40.6056012,-74.0307225
5004744080,40.6059605,-74.0313672
5004744093,40.6052931,-74.030036
5882168358,40.6093221,-74.0359213
42463842,40.6122044,-74.0371831
42466150,40.612558,-74.036094
42527028,40.6127348,-74.0378791
42527036,40.6115202,-74.0364192
278018089,40.6111441,-74.0360608
448095892,40.6118851,-74.0368054
448095923,40.609787,-74.0360673
448095924,40.6099434,-74.036093
448095925,40.6101147,-74.0360847
448095926,40.6102449,-74.0360395
448096463,40.6126605,-74.0379985
448096464,40.6121327,-74.0373118
448096465,40.6118134,-74.0369256
448096466,40.6114551,-74.0365393
448096467,40.6110771,-74.0361874
448100011,40.6120767,-74.036832
448100012,40.6125654,-74.0375443
448100061,40.613002,-74.0381967
448100063,40.6132626,-74.0384713
448100066,40.6135623,-74.0387546
448100067,40.6138555,-74.0390035
448100103,40.6137969,-74.0391322
448100104,40.6135037,-74.0388833
448100105,40.613217,-74.0386172
448100106,40.6129303,-74.0383168
448100172,40.612813,-74.0378877
448100173,40.613028,-74.0381709
448100174,40.6132691,-74.0384542
452196712,40.6141887,-74.0392604
452196713,40.6145992,-74.0395265
452196714,40.614964,-74.0397153
452196719,40.6153615,-74.0399042
452196723,40.6157915,-74.0400586
452201789,40.6141366,-74.0393892
452201792,40.6145666,-74.0396638
452201795,40.6149575,-74.0398784
452201798,40.615355,-74.0400586
452201800,40.615785,-74.0402131
42461402,40.6098131,-74.0350716
42465639,40.615723,-74.031228
42466126,40.615913,-74.034146
42466130,40.615805,-74.03419
42466132,40.614939,-74.034539
42466136,40.61486,-74.034579
42466138,40.614658,-74.034701
42466141,40.614289,-74.034946
42466144,40.613673,-74.035352
42466146,40.613103,-74.035726
42471463,40.614728,-74.032021
42471481,40.614815,-74.031947
42498624,40.61533,-74.031515
42502986,40.613402,-74.033163
42508257,40.612833,-74.033648
42517920,40.6098882,-74.0342768
42521324,40.61401,-74.032637
42521328,40.612296,-74.03411
42521331,40.612043,-74.034329
94436414,40.6105449,-74.0326758
448095626,40.6105563,-74.0320471
448095627,40.6106945,-74.0315956
448095628,40.6108371,-74.0311401
448095629,40.6110368,-74.0306981
448095630,40.6113279,-74.0302075
448095631,40.6115541,-74.0298723
448095879,40.6108035,-74.0357755
448095880,40.6104451,-74.0355008
448095881,40.6101454,-74.0352948
448095921,40.6095068,-74.0358956
448095922,40.6096306,-74.03599
448095927,40.61035,-74.0359676
448095928,40.6104839,-74.0358504
448095929,40.6107589,-74.0355616
448095930,40.6111912,-74.0351381
448095983,40.6129426,-74.030724
448095998,40.6098716,-74.0330665
448095999,40.6116753,-74.03169
448096013,40.6129802,-74.0308098
448096014,40.6117013,-74.0318098
448096015,40.6101008,-74.0330816
448096178,40.6098088,-74.033354
448096179,40.6097193,-74.0334825
448096274,40.6096254,-74.0332448
448096468,40.6107513,-74.0359042
448096469,40.6104321,-74.0356467
448096470,40.6100932,-74.0354064
448096471,40.6097759,-74.0351871
448096666,40.6111367,-74.0350549
448096667,40.6106775,-74.0354865
448096668,40.6104431,-74.0357594
448096669,40.6103457,-74.0358605
448096695,40.6100085,-74.0354236
448096696,40.6098717,-74.0353635
448096697,40.6097725,-74.0353664
448096698,40.6097094,-74.0354024
448096699,40.6096403,-74.0355008
448096700,40.6096127,-74.0355943
448096701,40.6096105,-74.0357059
448096703,40.6097075,-74.0359061
448096704,40.6098065,-74.0359643
448096705,40.6099369,-74.03599
448096706,40.6100875,-74.0359886
448096707,40.6102339,-74.0359391
448098152,40.6129304,-74.0296985
448098153,40.6126527,-74.0300418
448098154,40.6124309,-74.0302474
448098155,40.6120043,-74.0305688
448098156,40.6116761,-74.0308159
448098157,40.6114112,-74.0310835
448098158,40.6111985,-74.0313421
448098159,40.6110875,-74.0315045
448098160,40.6109201,-74.0318285
448099977,40.6099656,-74.0349608
448099978,40.6101937,-74.0350381
448099979,40.6103826,-74.0350724
448099980,40.6105586,-74.035081
448099981,40.610741,-74.0350553
448100006,40.6113144,-74.0351068
448100007,40.6113274,-74.0353213
448100008,40.61136,-74.0355187
448100009,40.6114187,-74.0357162
448100010,40.6115099,-74.0359221
448151012,40.6121762,-74.0298193
448151013,40.6118669,-74.0302192
448151015,40.6117146,-74.030424
448151016,40.6115658,-74.0306312
448151194,40.6115404,-74.0300778
448151196,40.6117712,-74.029785
448151198,40.6120039,-74.0295421
448151445,40.6125026,-74.0296312
448151446,40.6123354,-74.029998
448151447,40.6121646,-74.0302904
448151718,40.6109936,-74.0310631
448151719,40.6112017,-74.0307232
448151720,40.6113489,-74.0305093
448151721,40.6116683,-74.030112
448151722,40.6120853,-74.0296436
448152045,40.6133539,-74.0295135
448152046,40.6129492,-74.0298846
448152047,40.6127574,-74.0300508
598365272,40.6105818,-74.0320618
598365273,40.6108614,-74.0311671
598365274,40.6110675,-74.0307182
598365275,40.6112791,-74.0303548
598365276,40.6115882,-74.0299131
598365308,40.6100259,-74.0343255
598365320,40.6120224,-74.0305925
598365321,40.6116924,-74.0308495
598365322,40.6112955,-74.0312601
598365323,40.6109211,-74.0317357
598365324,40.6105723,-74.0326817
598365326,40.6103313,-74.0333969
598365330,40.6112827,-74.0310168
598365331,40.6111186,-74.03124
598365332,40.6108942,-74.0317061
598365334,40.6108522,-74.0324911
598365357,40.610816,-74.0323453
598365371,40.6120311,-74.0304399
598365373,40.6109608,-74.0310319
598365374,40.6113023,-74.0304338
598365377,40.6108021,-74.031483
1955847951,40.6098995,-74.0351296
1955847954,40.6104014,-74.0359227
1955847964,40.610819,-74.0357885
1955847991,40.6114911,-74.0347997
2317301788,40.6113369,-74.0349146
2323049740,40.6096347,-74.0358066
2375767353,40.6124238,-74.0311154
2872258937,40.6110029,-74.0316561
3793371762,40.6095114,-74.0333279
5004744053,40.6107048,-74.0323001
5004744061,40.6107798,-74.0319944
5004744070,40.6114051,-74.0308446
5004744074,40.6120215,-74.03002
5004744077,40.6107173,-74.0321762
5004744084,40.6110015,-74.0314667
5004744085,40.6112744,-74.0312352
5004744087,40.6122852,-74.0296652
5004744091,40.6101494,-74.0328509
5004744096,40.6108352,-74.0320092
5106820941,40.610188,-74.0330131
5488497351,40.612544,-74.0338966
5488497362,40.6131876,-74.0333458
5491079518,40.6157931,-74.0310703
5882168348,40.6095471,-74.0356844
5882168349,40.610106,-74.0339581
5882168350,40.6118381,-74.0305941
5882168351,40.6115712,-74.0308286
5882168352,40.6112407,-74.0312023
5882168353,40.6110546,-74.0314727
5882168355,40.612439,-74.0302795
5882168356,40.6108031,-74.0320137
5882168357,40.6097233,-74.0347006
5882168363,40.6133924,-74.0295822
5882644709,40.6101741,-74.0335895
5882644710,40.610403,-74.0328842
5882644711,40.6105754,-74.0323118
5882644712,40.6108305,-74.0316477
5882644713,40.6110684,-74.0310899
5882644714,40.6112832,-74.0307964
5882644715,40.6114677,-74.0306184
5882644716,40.6117833,-74.0304179
5882644717,40.6120243,-74.0302824
5882644718,40.6123489,-74.0300752
5882644719,40.6125375,-74.0299304
5882644720,40.612729,-74.0297299
5943437652,40.6135552,-74.0302338
5943437655,40.6135331,-74.0302035
5943437656,40.6130352,-74.0306257
5943437657,40.6130521,-74.0306632
5943437658,40.6132908,-74.0304265
5943437659,40.6134343,-74.0303102
5943437660,40.6132711,-74.0304898
5943437661,40.6134523,-74.0303411
5943437662,40.6136304,-74.0301167
5943437663,40.6136958,-74.029966
5943437664,40.6137284,-74.029812
5943437665,40.6137345,-74.0296024
5943437666,40.6136031,-74.0301022
5943437667,40.6136674,-74.0299458
5943437668,40.6136989,-74.0297986
5943437669,40.6137055,-74.0296045
5943448998,40.6135597,-74.0303062
5943448999,40.6137757,-74.0295327
5943449001,40.6135727,-74.0303457
5943449011,40.6138058,-74.0295403
5943449012,40.6138129,-74.0296861
5943449013,40.6137999,-74.0298481
5943449014,40.6137641,-74.0299965
5943449015,40.6137139,-74.030133
5943449016,40.6136474,-74.0302527
5943449017,40.6134839,-74.0304313
5943449018,40.6130896,-74.0307507
5943449019,40.6130704,-74.0307159
5943449020,40.6134097,-74.0304457
5943449021,40.6134757,-74.0303928
5943449022,40.6136293,-74.0302194
5943449023,40.6136837,-74.0301097
5943449024,40.6137357,-74.0299825
5943449025,40.6137692,-74.0298319
5943449026,40.6137822,-74.0296803
42508098,40.6179186,-74.0362367
42508099,40.617708,-74.036316
42508104,40.617989,-74.036492
452196726,40.6161954,-74.0401788
452196728,40.6165798,-74.0402646
452196731,40.6173421,-74.0404106
452196733,40.6177656,-74.040505
452196735,40.6181761,-74.0405994
452196737,40.6195768,-74.0409341
452196739,40.6200068,-74.04102
452196741,40.6204433,-74.0410886
452196742,40.6210157,-74.0411727
452196743,40.6215612,-74.0412363
452196744,40.6220914,-74.0412873
452201802,40.616215,-74.0403333
452201805,40.6166189,-74.0404191
452201807,40.6173617,-74.0405736
452201810,40.6177591,-74.0406595
452201813,40.618163,-74.0407539
452201816,40.6195638,-74.0410714
452201818,40.6200068,-74.0411659
452201822,40.6204433,-74.0412345
452201824,40.6210231,-74.0413204
452201827,40.6215508,-74.0413804
452201830,40.6221046,-74.0414319
2573893792,40.6181027,-74.0362716
2573893793,40.6182236,-74.0361256
42465637,40.6165129,-74.0304649
42466077,40.622049,-74.031639
42466079,40.621367,-74.031918
42466082,40.621041,-74.03205
42466085,40.620688,-74.032195
42466087,40.620362,-74.032328
42466089,40.620004,-74.032474
42466092,40.619579,-74.032647
42466094,40.619323,-74.032752
42466096,40.6187194,-74.0330073
42466098,40.617945,-74.033313
42466100,40.6172318,-74.0336046
42466106,40.616594,-74.033866
42466122,40.616511,-74.033899
42482643,40.61834,-74.030174
42482682,40.619956,-74.035437
42485248,40.618596,-74.03599
42485251,40.616699,-74.030845
42502747,40.619275,-74.035711
42502758,40.617583,-74.030484
42505230,40.619833,-74.029564
42505239,40.62132,-74.034886
42508081,40.622001,-74.034601
42508086,40.620638,-74.035158
42521308,40.619154,-74.029843
42521313,40.616012,-74.0311214
2573950519,40.6169533,-74.0301113
2573950526,40.6172125,-74.0306364
2690682181,40.6215083,-74.0348072
5345784822,40.6186249,-74.0330447
5345784823,40.6178743,-74.0333419
5345784827,40.6188321,-74.0329597
5345784829,40.6180129,-74.0332862
5488472570,40.6174602,-74.0335112
5488472577,40.6206058,-74.0322285
5491079519,40.6160323,-74.0308611
452196745,40.6225347,-74.0413109
452196746,40.6230653,-74.0413376
452196747,40.6236954,-74.0413466
452196748,40.6243391,-74.0413496
452196749,40.625008,-74.0413236
452196750,40.6259635,-74.0412799
452196751,40.62652,-74.0412326
452196752,40.6271704,-74.0411689
452196753,40.6278276,-74.041087
452196754,40.6284656,-74.0409961
452196755,40.6289903,-74.0409015
452201847,40.622541,-74.0414577
452201851,40.6230752,-74.0414834
452201856,40.6237137,-74.041492
452201861,40.6243586,-74.0414834
452201864,40.6250166,-74.0414663
452201868,40.6259937,-74.0414148
452201870,40.6265475,-74.0413719
452201874,40.6271793,-74.0413032
452201877,40.6278633,-74.0412174
452201880,40.6284952,-74.0411229
452201884,40.6289838,-74.0410371
1369956618,40.6288149,-74.040936
42466053,40.627103,-74.029573
42466058,40.626374,-74.029871
42466061,40.625691,-74.03015
42466064,40.62501,-74.030427
42466068,40.624329,-74.030707
42466071,40.623463,-74.03106
42466073,40.622729,-74.03136
42487907,40.624099,-74.033742
42492455,40.626329,-74.032833
42494947,40.628471,-74.031957
42505985,40.62701,-74.032555
42508046,40.627741,-74.032256
42508057,40.625647,-74.033108
42508063,40.624968,-74.033389
42508070,40.623363,-74.034043
42508076,40.622683,-74.034323
5368731097,40.6257599,-74.0301219
5368731104,40.6256437,-74.0301692
42470601,40.6336437,-74.0369229
452196756,40.6294045,-74.0408087
452196757,40.6299223,-74.0406759
452196758,40.6303511,-74.0405279
452196762,40.6304256,-74.0404979
452201887,40.6294397,-74.0409341
452201890,40.6299674,-74.0407796
452201891,40.6303843,-74.0406337
452201893,40.6308177,-74.0404748
452201896,40.6324948,-74.0397198
452201899,40.6333756,-74.0393008
452201902,40.6347894,-74.0386119
2377618045,40.6313206,-74.0402527
2377618046,40.6317132,-74.0400775
2377618047,40.6322206,-74.0398458
2377618048,40.6328965,-74.0395325
2377618049,40.6340807,-74.0389564
2377618053,40.6305696,-74.0404615
2377618054,40.6305646,-74.0404212
2377618055,40.6308957,-74.0403229
2377618056,40.630868,-74.0402952
2377618057,40.6313233,-74.0401322
2377618058,40.631299,-74.0401046
2377618059,40.6319009,-74.0398715
2377618060,40.631895,-74.0398318
2377618061,40.6323158,-74.0396838
2377618062,40.6323083,-74.0396429
2377618063,40.6328154,-74.0394504
2377618064,40.632794,-74.0394169
2377618065,40.6334968,-74.0391222
2377618066,40.6334816,-74.0390913
2377618067,40.6341581,-74.0388056
2377618068,40.634178,-74.0387541
2377618069,40.6353124,-74.0381851
2377618070,40.6353057,-74.0382304
42477665,40.6313961,-74.0307563
42482755,40.633474,-74.029913
42485199,40.630661,-74.031061
42488830,40.63337,-74.035836
42495440,40.634153,-74.029633
42508023,40.6327863,-74.0301957
42508027,40.632099,-74.030473
42508036,40.629931,-74.03136
42508040,40.629199,-74.031658
42509512,40.632735,-74.033155
5488370712,40.6330594,-74.0300834
452201905,40.6371686,-74.0373778
452226144,40.6397564,-74.0361438
452226148,40.6395086,-74.0362759
452226151,40.6390977,-74.0364659
452226155,40.6384876,-74.0367356
452227274,40.6375731,-74.0370537
452227278,40.6380349,-74.0368328
452227283,40.6384539,-74.0366492
452227289,40.6390667,-74.0363896
452227293,40.6394868,-74.0361899
452227297,40.6397508,-74.0360357
452227930,40.6375567,-74.0370165
452227935,40.6384238,-74.0365928
452227937,40.6390405,-74.0363419
452227939,40.6394643,-74.0361345
598424449,40.6388662,-74.0365665
598424536,40.6388529,-74.0364757
598424586,40.6388246,-74.0364259
2377613877,40.6392677,-74.0362986
2377618044,40.6380358,-74.0369385
2377618050,40.6375384,-74.0371823
2377618051,40.6364554,-74.0376292
2377618052,40.6364434,-74.0375937
3687060733,40.6377,-74.0369465
3687060734,40.6377116,-74.0369875
3687060735,40.637739,-74.037084
42462582,40.6414236,-74.0337639
42463694,40.641521,-74.0298915
42470545,40.6397399,-74.0355552
42526891,40.6416127,-74.0305273
42526898,40.6416802,-74.0312016
42526903,40.6415932,-74.032977
42526914,40.6413111,-74.0341337
42526926,40.640589,-74.0354103
42526937,40.6403145,-74.0357148
42526942,40.6400129,-74.0359738
451659838,40.6420851,-74.0301271
451659839,40.6419365,-74.0299881
451659841,40.6415725,-74.0297051
451659937,40.6417237,-74.0307641
451659939,40.6417717,-74.0308971
451659940,40.6418462,-74.0310028
451659941,40.6419307,-74.0310698
451659942,40.6420589,-74.0310993
451660516,40.6418298,-74.0295611
451660517,40.642072,-74.0298844
451660527,40.6420462,-74.031421
451660529,40.6419817,-74.0315416
451660530,40.6419127,-74.0317433
451660531,40.6418647,-74.031941
451660535,40.6417957,-74.0322554
451660539,40.6416742,-74.0329889
451660777,40.6420276,-74.029916
451661064,40.6415101,-74.0294693
451661148,40.6413967,-74.0295592
451661880,40.6414281,-74.0295427
451661987,40.6416937,-74.031597
451662306,40.6416727,-74.0323028
451662572,40.6398724,-74.0358781
451662573,40.6400675,-74.0357041
451662575,40.6402685,-74.0355083
451662576,40.6404455,-74.0353047
451662577,40.6406106,-74.0350793
451662579,40.6407681,-74.0348341
451662580,40.6408986,-74.0345415
451662581,40.6412242,-74.0337091
451663009,40.6411029,-74.029923
451663010,40.6412255,-74.0303347
451663013,40.6413644,-74.0309706
451663014,40.6414307,-74.0314698
451663017,40.6414627,-74.0316905
451663020,40.6414447,-74.0325011
451663024,40.6412542,-74.0335332
451663025,40.6411717,-74.0336874
451663027,40.6408461,-74.0344624
451663030,40.640558,-74.0349132
451663031,40.6403825,-74.0351109
451663033,40.6402025,-74.0352869
451663034,40.6399774,-74.0354609
451663424,40.6414417,-74.0309174
451663425,40.6413877,-74.0305002
451663426,40.6413232,-74.030176
451663427,40.6412227,-74.0298003
451663627,40.6415212,-74.0319336
451663636,40.6413641,-74.0296364
451663677,40.6415242,-74.0333744
451663941,40.6416532,-74.0308753
451663943,40.6416907,-74.0319608
451663946,40.6416382,-74.0326488
451663948,40.640768,-74.0351954
451666497,40.6402354,-74.03566
451666499,40.640516,-74.0353753
451666500,40.640753,-74.0350629
451666502,40.6409601,-74.0347248
451666503,40.6411296,-74.0343927
451666504,40.6412586,-74.0340605
451666506,40.6413651,-74.0337363
451666507,40.6414626,-74.0333527
451666508,40.6415272,-74.0330047
451666510,40.6415752,-74.032635
451666511,40.6416097,-74.032289
451666513,40.6416322,-74.0319252
451666514,40.6416382,-74.0315752
451666516,40.6416267,-74.0312273
451666517,40.6416064,-74.0309328
451666518,40.6415287,-74.0303949
452227300,40.6399969,-74.0358597
452227941,40.6396998,-74.0359981
598329577,40.6414447,-74.029938
598424617,40.6415407,-74.0335346
598424622,40.6414206,-74.0339537
598424756,40.6414687,-74.0314038
598424780,40.6415549,-74.031562
598424781,40.641567,-74.0310655
2377613400,40.6413262,-74.0331832
2377613403,40.6410621,-74.03415
2377613878,40.6415628,-74.0305613
2377613879,40.6415372,-74.0305772
2377615369,40.6411701,-74.0345785
2377615371,40.6413051,-74.0342721
2377615372,40.6409946,-74.0348968
2377615373,40.6411161,-74.0345726
2377615374,40.6408985,-74.0349621
2377615375,40.6408775,-74.0350847
3687064583,40.641543,-74.0306494
3687064584,40.6415717,-74.0306321
3687064585,40.6416235,-74.03062
3687064586,40.6416834,-74.0306049
3687073113,40.6413894,-74.0311584
3687073114,40.6414549,-74.0311558
3687073115,40.6415574,-74.0308339
4227447994,40.6413088,-74.0306731
4227447996,40.6410149,-74.0296849
4227447998,40.6416393,-74.0303116
4227447999,40.6415665,-74.0312938
4227675194,40.6409856,-74.0341876
4227675195,40.6407045,-74.0347056
4227675201,40.6398813,-74.0355117
451659833,40.6423301,-74.030863
451659834,40.6423566,-74.0306903
451659835,40.642319,-74.0304982
451659837,40.6422029,-74.0302794
451659944,40.6421759,-74.0310704
451659945,40.6422832,-74.0309733
451660518,40.6421972,-74.0301038
451660519,40.6423541,-74.0303617
451660521,40.6424106,-74.0305288
451660522,40.6424369,-74.0306977
451660523,40.6424205,-74.0308634
451660524,40.6423615,-74.0310001
1773321166,40.5761569,-74.0100426
42466727,40.5763787,-74.0078644
42505054,40.5762808,-74.0088151
1773321168,40.5762006,-74.0095366
42467963,40.5766347,-74.0055671
3639409448,40.5768876,-74.0033359
42478885,40.5727886,-73.9970329
1773311774,40.5728579,-73.9992044
1773311776,40.5727953,-73.9981009
1773311777,40.5729743,-74.0003103
1773311778,40.5733798,-74.0025693
1773311783,40.5731491,-74.0014288
2377652093,40.5732763,-74.0025521
2377652094,40.5730582,-74.0014115
2377652095,40.5729868,-74.0009837
2377652096,40.5729613,-74.0008146
2377652097,40.5729281,-74.00058
2377652098,40.5728891,-74.0002941
2377652099,40.5727687,-73.9991663
2377652100,40.5727125,-73.9980609
2377652101,40.5727012,-73.9974832
2377652102,40.5727034,-73.9970198
2377654633,40.5733512,-74.0027864
3639409449,40.5734158,-74.0027773
5391576357,40.5733417,-74.0023811
5490687187,40.572791,-73.9974194
42503454,40.5728234,-73.9959547
1773311775,40.5730535,-73.9938307
1773311779,40.5732357,-73.9927813
1773311780,40.572917,-73.9948955
1773311781,40.5737537,-73.9907145
1773311782,40.5734748,-73.9917467
2377652103,40.5727111,-73.9966831
2377652104,40.5727377,-73.9960433
2377652105,40.5728252,-73.9948996
2377652106,40.5727521,-73.9958553
2377652107,40.5727454,-73.9959429
2377652108,40.5729647,-73.9938169
2377652118,40.5731447,-73.9927641
2377652119,40.5733832,-73.99173
2377652120,40.5736651,-73.9906966
5391576359,40.5728064,-73.9951448
5391576361,40.5730369,-73.9933946
42468768,40.5771359,-74.0011047
